obs.no,agent_x,agent_y,gem_x,gem_y,rewards,action
47215,150,250,-50,100,-111.80339887498948,0
47216,150,300,-50,50,-70.71067811865476,2
47217,150,350,-50,0,-50.0,2
47218,150,50,-50,300,9695.86187348509,0
47219,150,100,-50,250,-254.95097567963924,2
47220,150,150,-50,200,-206.15528128088303,2
47221,150,200,-50,150,-158.11388300841898,2
47222,150,250,-50,100,-111.80339887498948,2
47223,150,300,-50,50,-70.71067811865476,2
47224,150,350,-50,0,-50.0,2
47225,400,100,-300,250,9609.487516204666,0
47226,350,100,-250,250,-353.5533905932738,0
47227,300,100,-200,250,-320.1562118716424,0
47228,250,100,-150,250,-291.547594742265,0
47229,200,100,-100,250,-269.2582403567252,0
47230,200,150,-100,200,-223.60679774997897,2
47231,200,200,-100,150,-180.27756377319946,2
47232,200,250,-100,100,-141.4213562373095,2
47233,150,250,-50,100,-111.80339887498948,0
47234,150,300,-50,50,-70.71067811865476,2
47235,150,350,-50,0,-50.0,2
47236,300,50,-200,300,9639.444872453601,0
47237,300,100,-200,250,-320.1562118716424,2
47238,250,100,-150,250,-291.547594742265,0
47239,250,150,-150,200,-250.0,2
47240,250,200,-150,150,-212.13203435596427,2
47241,200,200,-100,150,-180.27756377319946,0
47242,200,250,-100,100,-141.4213562373095,2
47243,200,300,-100,50,-111.80339887498948,2
47244,150,300,-50,50,-70.71067811865476,0
47245,150,350,-50,0,-50.0,2
47246,350,100,-250,250,9646.446609406727,0
47247,350,150,-250,200,-320.1562118716424,2
47248,350,200,-250,150,-291.547594742265,2
47249,300,200,-200,150,-250.0,0
47250,250,200,-150,150,-212.13203435596427,0
47251,250,250,-150,100,-180.27756377319946,2
47252,250,300,-150,50,-158.11388300841898,2
47253,200,300,-100,50,-111.80339887498948,0
47254,150,300,-50,50,-70.71067811865476,0
47255,150,350,-50,0,-50.0,2
47256,450,300,-350,50,9646.446609406727,0
47257,400,300,-300,50,-304.138126514911,0
47258,350,300,-250,50,-254.95097567963924,0
47259,300,300,-200,50,-206.15528128088303,0
47260,250,300,-150,50,-158.11388300841898,0
47261,200,300,-100,50,-111.80339887498948,0
47262,200,350,-100,0,-100.0,2
47263,150,350,-50,0,-50.0,0
47264,450,300,-350,50,9646.446609406727,0
47265,400,300,-300,50,-304.138126514911,0
47266,350,300,-250,50,-254.95097567963924,0
47267,300,300,-200,50,-206.15528128088303,0
47268,250,300,-150,50,-158.11388300841898,0
47269,200,300,-100,50,-111.80339887498948,0
47270,150,300,-50,50,-70.71067811865476,0
47271,150,350,-50,0,-50.0,2
47272,50,150,50,200,9793.844718719118,0
47273,50,200,50,150,-158.11388300841898,2
47274,50,250,50,100,-111.80339887498948,2
47275,50,300,50,50,-70.71067811865476,2
47276,50,350,50,0,-50.0,2
47277,200,300,-100,50,9888.19660112501,1
47278,150,300,-50,50,-70.71067811865476,0
47279,150,350,-50,0,-50.0,2
47280,50,450,50,-100,9888.19660112501,0
47281,50,400,50,-50,-70.71067811865476,3
47282,100,400,0,-50,-50.0,1
47283,250,300,-150,50,9841.886116991582,3
47284,200,300,-100,50,-111.80339887498948,0
47285,150,300,-50,50,-70.71067811865476,0
47286,150,350,-50,0,-50.0,2
47287,50,50,50,300,9695.86187348509,0
47288,50,100,50,250,-254.95097567963924,2
47289,50,150,50,200,-206.15528128088303,2
47290,50,200,50,150,-158.11388300841898,2
47291,50,250,50,100,-111.80339887498948,2
47292,50,300,50,50,-70.71067811865476,2
47293,100,300,0,50,-50.0,1
47294,450,300,-350,50,9646.446609406727,2
47295,400,300,-300,50,-304.138126514911,0
47296,350,300,-250,50,-254.95097567963924,0
47297,300,300,-200,50,-206.15528128088303,0
47298,250,300,-150,50,-158.11388300841898,0
47299,200,300,-100,50,-111.80339887498948,0
47300,150,300,-50,50,-70.71067811865476,0
47301,150,350,-50,0,-50.0,2
47302,250,450,-150,-100,9819.7224362268,0
47303,200,450,-100,-100,-141.4213562373095,0
47304,150,450,-50,-100,-111.80339887498948,0
47305,150,400,-50,-50,-70.71067811865476,3
47306,150,350,-50,0,-50.0,3
47307,250,250,-150,100,9819.7224362268,0
47308,200,250,-100,100,-141.4213562373095,0
47309,150,250,-50,100,-111.80339887498948,0
47310,150,300,-50,50,-70.71067811865476,2
47311,150,350,-50,0,-50.0,2
47312,100,450,0,-100,9900.0,0
47313,100,400,0,-50,-50.0,3
47314,350,50,-250,300,9609.487516204666,3
47315,300,50,-200,300,-360.5551275463989,0
47316,300,100,-200,250,-320.1562118716424,2
47317,250,100,-150,250,-291.547594742265,0
47318,200,100,-100,250,-269.2582403567252,0
47319,200,150,-100,200,-223.60679774997897,2
47320,150,150,-50,200,-206.15528128088303,0
47321,150,200,-50,150,-158.11388300841898,2
47322,150,250,-50,100,-111.80339887498948,2
47323,150,300,-50,50,-70.71067811865476,2
47324,150,350,-50,0,-50.0,2
47325,450,100,-350,250,9569.88373664787,0
47326,450,150,-350,200,-403.11288741492746,2
47327,450,200,-350,150,-380.7886552931954,2
47328,400,200,-300,150,-335.4101966249685,0
47329,400,250,-300,100,-316.22776601683796,2
47330,350,250,-250,100,-269.2582403567252,0
47331,350,300,-250,50,-254.95097567963924,2
47332,300,300,-200,50,-206.15528128088303,0
47333,250,300,-150,50,-158.11388300841898,0
47334,200,300,-100,50,-111.80339887498948,0
47335,150,300,-50,50,-70.71067811865476,0
47336,150,350,-50,0,-50.0,2
47337,400,200,-300,150,9664.58980337503,0
47338,350,200,-250,150,-291.547594742265,0
47339,300,200,-200,150,-250.0,0
47340,250,200,-150,150,-212.13203435596427,0
47341,250,250,-150,100,-180.27756377319946,2
47342,200,250,-100,100,-141.4213562373095,0
47343,150,250,-50,100,-111.80339887498948,0
47344,150,300,-50,50,-70.71067811865476,2
47345,150,350,-50,0,-50.0,2
47346,350,400,-250,-50,9745.04902432036,0
47347,300,400,-200,-50,-206.15528128088303,0
47348,250,400,-150,-50,-158.11388300841898,0
47349,200,400,-100,-50,-111.80339887498948,0
47350,150,400,-50,-50,-70.71067811865476,0
47351,100,400,0,-50,-50.0,0
47352,300,300,-200,50,9793.844718719118,3
47353,250,300,-150,50,-158.11388300841898,0
47354,200,300,-100,50,-111.80339887498948,0
47355,150,300,-50,50,-70.71067811865476,0
47356,150,350,-50,0,-50.0,2
47357,350,50,-250,300,9609.487516204666,0
47358,350,100,-250,250,-353.5533905932738,2
47359,300,100,-200,250,-320.1562118716424,0
47360,300,150,-200,200,-282.842712474619,2
47361,250,150,-150,200,-250.0,0
47362,200,150,-100,200,-223.60679774997897,0
47363,150,150,-50,200,-206.15528128088303,0
47364,100,150,0,200,-200.0,0
47365,100,200,0,150,-150.0,2
47366,100,250,0,100,-100.0,2
47367,100,300,0,50,-50.0,2
47368,350,400,-250,-50,9745.04902432036,2
47369,300,400,-200,-50,-206.15528128088303,0
47370,250,400,-150,-50,-158.11388300841898,0
47371,200,400,-100,-50,-111.80339887498948,0
47372,150,400,-50,-50,-70.71067811865476,0
47373,100,400,0,-50,-50.0,0
47374,250,450,-150,-100,9819.7224362268,3
47375,200,450,-100,-100,-141.4213562373095,0
47376,150,450,-50,-100,-111.80339887498948,0
47377,100,450,0,-100,-100.0,0
47378,100,400,0,-50,-50.0,3
47379,350,50,-250,300,9609.487516204666,3
47380,350,100,-250,250,-353.5533905932738,2
47381,350,150,-250,200,-320.1562118716424,2
47382,350,200,-250,150,-291.547594742265,2
47383,300,200,-200,150,-250.0,0
47384,250,200,-150,150,-212.13203435596427,0
47385,250,250,-150,100,-180.27756377319946,2
47386,200,250,-100,100,-141.4213562373095,0
47387,150,250,-50,100,-111.80339887498948,0
47388,150,300,-50,50,-70.71067811865476,2
47389,150,350,-50,0,-50.0,2
47390,100,300,0,50,9950.0,0
47391,100,200,0,150,9850.0,2
47392,100,250,0,100,-100.0,2
47393,100,300,0,50,-50.0,2
47394,50,450,50,-100,9888.19660112501,2
47395,50,400,50,-50,-70.71067811865476,3
47396,50,350,50,0,-50.0,3
47397,50,300,50,50,-70.71067811865476,3
47398,50,350,50,0,-50.0,2
47399,400,300,-300,50,9695.86187348509,1
47400,350,300,-250,50,-254.95097567963924,0
47401,300,300,-200,50,-206.15528128088303,0
47402,250,300,-150,50,-158.11388300841898,0
47403,200,300,-100,50,-111.80339887498948,0
47404,150,300,-50,50,-70.71067811865476,0
47405,150,350,-50,0,-50.0,2
47406,300,300,-200,50,9793.844718719118,0
47407,250,300,-150,50,-158.11388300841898,0
47408,200,300,-100,50,-111.80339887498948,0
47409,150,300,-50,50,-70.71067811865476,0
47410,150,350,-50,0,-50.0,2
47411,100,400,0,-50,9950.0,0
47412,350,350,-250,0,9750.0,3
47413,300,350,-200,0,-200.0,0
47414,250,350,-150,0,-150.0,0
47415,200,350,-100,0,-100.0,0
47416,150,350,-50,0,-50.0,0
47417,250,350,-150,0,9850.0,0
47418,200,350,-100,0,-100.0,0
47419,150,350,-50,0,-50.0,0
47420,100,50,0,300,9700.0,0
47421,100,100,0,250,-250.0,2
47422,100,150,0,200,-200.0,2
47423,100,200,0,150,-150.0,2
47424,100,250,0,100,-100.0,2
47425,150,250,-50,100,-111.80339887498948,1
47426,150,300,-50,50,-70.71067811865476,2
47427,150,350,-50,0,-50.0,2
47428,400,150,-300,200,9639.444872453601,0
47429,350,150,-250,200,-320.1562118716424,0
47430,300,150,-200,200,-282.842712474619,0
47431,300,200,-200,150,-250.0,2
47432,300,250,-200,100,-223.60679774997897,2
47433,250,250,-150,100,-180.27756377319946,0
47434,250,300,-150,50,-158.11388300841898,2
47435,200,300,-100,50,-111.80339887498948,0
47436,150,300,-50,50,-70.71067811865476,0
47437,100,300,0,50,-50.0,0
47438,150,400,-50,-50,9929.289321881346,2
47439,200,400,-100,-50,-111.80339887498948,1
47440,150,400,-50,-50,-70.71067811865476,0
47441,100,400,0,-50,-50.0,0
47442,400,350,-300,0,9700.0,3
47443,350,350,-250,0,-250.0,0
47444,300,350,-200,0,-200.0,0
47445,250,350,-150,0,-150.0,0
47446,200,350,-100,0,-100.0,0
47447,150,350,-50,0,-50.0,0
47448,350,450,-250,-100,9730.741759643275,0
47449,300,450,-200,-100,-223.60679774997897,0
47450,250,450,-150,-100,-180.27756377319946,0
47451,200,450,-100,-100,-141.4213562373095,0
47452,150,450,-50,-100,-111.80339887498948,0
47453,150,400,-50,-50,-70.71067811865476,3
47454,100,400,0,-50,-50.0,0
47455,450,300,-350,50,9646.446609406727,3
47456,400,300,-300,50,-304.138126514911,0
47457,350,300,-250,50,-254.95097567963924,0
47458,300,300,-200,50,-206.15528128088303,0
47459,250,300,-150,50,-158.11388300841898,0
47460,200,300,-100,50,-111.80339887498948,0
47461,150,300,-50,50,-70.71067811865476,0
47462,150,350,-50,0,-50.0,2
47463,100,400,0,-50,9950.0,0
47464,250,300,-150,50,9841.886116991582,3
47465,200,300,-100,50,-111.80339887498948,0
47466,150,300,-50,50,-70.71067811865476,0
47467,150,350,-50,0,-50.0,2
47468,200,200,-100,150,9819.7224362268,0
47469,200,250,-100,100,-141.4213562373095,2
47470,150,250,-50,100,-111.80339887498948,0
47471,150,300,-50,50,-70.71067811865476,2
47472,150,350,-50,0,-50.0,2
47473,400,200,-300,150,9664.58980337503,0
47474,400,250,-300,100,-316.22776601683796,2
47475,350,250,-250,100,-269.2582403567252,0
47476,300,250,-200,100,-223.60679774997897,0
47477,300,300,-200,50,-206.15528128088303,2
47478,250,300,-150,50,-158.11388300841898,0
47479,200,300,-100,50,-111.80339887498948,0
47480,150,300,-50,50,-70.71067811865476,0
47481,150,350,-50,0,-50.0,2
47482,100,150,0,200,9800.0,0
47483,100,200,0,150,-150.0,2
47484,100,250,0,100,-100.0,2
47485,100,300,0,50,-50.0,2
47486,150,100,-50,250,9745.04902432036,2
47487,150,150,-50,200,-206.15528128088303,2
47488,150,200,-50,150,-158.11388300841898,2
47489,150,250,-50,100,-111.80339887498948,2
47490,150,300,-50,50,-70.71067811865476,2
47491,150,350,-50,0,-50.0,2
47492,250,300,-150,50,9841.886116991582,0
47493,200,300,-100,50,-111.80339887498948,0
47494,150,300,-50,50,-70.71067811865476,0
47495,150,350,-50,0,-50.0,2
47496,400,100,-300,250,9609.487516204666,0
47497,350,100,-250,250,-353.5533905932738,0
47498,300,100,-200,250,-320.1562118716424,0
47499,300,150,-200,200,-282.842712474619,2
47500,300,200,-200,150,-250.0,2
47501,300,250,-200,100,-223.60679774997897,2
47502,300,300,-200,50,-206.15528128088303,2
47503,250,300,-150,50,-158.11388300841898,0
47504,200,300,-100,50,-111.80339887498948,0
47505,150,300,-50,50,-70.71067811865476,0
47506,100,300,0,50,-50.0,0
47507,200,400,-100,-50,9888.19660112501,2
47508,150,400,-50,-50,-70.71067811865476,0
47509,100,400,0,-50,-50.0,0
47510,450,300,-350,50,9646.446609406727,3
47511,400,300,-300,50,-304.138126514911,0
47512,350,300,-250,50,-254.95097567963924,0
47513,300,300,-200,50,-206.15528128088303,0
47514,250,300,-150,50,-158.11388300841898,0
47515,200,300,-100,50,-111.80339887498948,0
47516,150,300,-50,50,-70.71067811865476,0
47517,150,350,-50,0,-50.0,2
47518,50,400,50,-50,9929.289321881346,0
47519,100,400,0,-50,-50.0,1
47520,50,350,50,0,9950.0,3
47521,300,350,-200,0,9800.0,1
47522,250,350,-150,0,-150.0,0
47523,200,350,-100,0,-100.0,0
47524,150,350,-50,0,-50.0,0
47525,250,100,-150,250,9708.452405257734,0
47526,200,100,-100,250,-269.2582403567252,0
47527,200,150,-100,200,-223.60679774997897,2
47528,200,200,-100,150,-180.27756377319946,2
47529,150,200,-50,150,-158.11388300841898,0
47530,150,250,-50,100,-111.80339887498948,2
47531,150,300,-50,50,-70.71067811865476,2
47532,150,350,-50,0,-50.0,2
47533,450,400,-350,-50,9646.446609406727,0
47534,400,400,-300,-50,-304.138126514911,0
47535,350,400,-250,-50,-254.95097567963924,0
47536,300,400,-200,-50,-206.15528128088303,0
47537,250,400,-150,-50,-158.11388300841898,0
47538,200,400,-100,-50,-111.80339887498948,0
47539,200,350,-100,0,-100.0,3
47540,150,350,-50,0,-50.0,0
47541,350,400,-250,-50,9745.04902432036,0
47542,300,400,-200,-50,-206.15528128088303,0
47543,250,400,-150,-50,-158.11388300841898,0
47544,200,400,-100,-50,-111.80339887498948,0
47545,150,400,-50,-50,-70.71067811865476,0
47546,100,400,0,-50,-50.0,0
47547,200,100,-100,250,9730.741759643275,3
47548,200,150,-100,200,-223.60679774997897,2
47549,150,150,-50,200,-206.15528128088303,0
47550,150,200,-50,150,-158.11388300841898,2
47551,150,250,-50,100,-111.80339887498948,2
47552,150,300,-50,50,-70.71067811865476,2
47553,150,350,-50,0,-50.0,2
47554,100,50,0,300,9700.0,0
47555,100,100,0,250,-250.0,2
47556,100,150,0,200,-200.0,2
47557,100,200,0,150,-150.0,2
47558,100,250,0,100,-100.0,2
47559,100,300,0,50,-50.0,2
47560,50,300,50,50,-70.71067811865476,0
47561,100,300,0,50,-50.0,1
47562,400,50,-300,300,9575.73593128807,2
47563,400,100,-300,250,-390.51248379533274,2
47564,350,100,-250,250,-353.5533905932738,0
47565,350,150,-250,200,-320.1562118716424,2
47566,300,150,-200,200,-282.842712474619,0
47567,300,200,-200,150,-250.0,2
47568,250,200,-150,150,-212.13203435596427,0
47569,200,200,-100,150,-180.27756377319946,0
47570,150,200,-50,150,-158.11388300841898,0
47571,150,250,-50,100,-111.80339887498948,2
47572,150,300,-50,50,-70.71067811865476,2
47573,150,350,-50,0,-50.0,2
47574,150,200,-50,150,9841.886116991582,0
47575,150,250,-50,100,-111.80339887498948,2
47576,150,300,-50,50,-70.71067811865476,2
47577,150,350,-50,0,-50.0,2
47578,300,150,-200,200,9717.15728752538,0
47579,250,150,-150,200,-250.0,0
47580,200,150,-100,200,-223.60679774997897,0
47581,150,150,-50,200,-206.15528128088303,0
47582,150,200,-50,150,-158.11388300841898,2
47583,150,250,-50,100,-111.80339887498948,2
47584,150,300,-50,50,-70.71067811865476,2
47585,150,350,-50,0,-50.0,2
47586,200,50,-100,300,9683.772233983162,0
47587,200,100,-100,250,-269.2582403567252,2
47588,200,150,-100,200,-223.60679774997897,2
47589,200,200,-100,150,-180.27756377319946,2
47590,200,250,-100,100,-141.4213562373095,2
47591,150,250,-50,100,-111.80339887498948,0
47592,150,300,-50,50,-70.71067811865476,2
47593,150,350,-50,0,-50.0,2
47594,250,100,-150,250,9708.452405257734,0
47595,200,100,-100,250,-269.2582403567252,0
47596,200,150,-100,200,-223.60679774997897,2
47597,200,200,-100,150,-180.27756377319946,2
47598,200,250,-100,100,-141.4213562373095,2
47599,150,250,-50,100,-111.80339887498948,0
47600,150,300,-50,50,-70.71067811865476,2
47601,150,350,-50,0,-50.0,2
47602,100,400,0,-50,9950.0,0
47603,300,450,-200,-100,9776.393202250021,3
47604,250,450,-150,-100,-180.27756377319946,0
47605,200,450,-100,-100,-141.4213562373095,0
47606,150,450,-50,-100,-111.80339887498948,0
47607,150,400,-50,-50,-70.71067811865476,3
47608,100,400,0,-50,-50.0,0
47609,250,150,-150,200,9750.0,3
47610,200,150,-100,200,-223.60679774997897,0
47611,200,200,-100,150,-180.27756377319946,2
47612,200,250,-100,100,-141.4213562373095,2
47613,200,300,-100,50,-111.80339887498948,2
47614,150,300,-50,50,-70.71067811865476,0
47615,150,350,-50,0,-50.0,2
47616,50,300,50,50,9929.289321881346,0
47617,100,300,0,50,-50.0,1
47618,250,350,-150,0,9850.0,2
47619,200,350,-100,0,-100.0,0
47620,150,350,-50,0,-50.0,0
47621,200,300,-100,50,9888.19660112501,0
47622,150,300,-50,50,-70.71067811865476,0
47623,150,350,-50,0,-50.0,2
47624,150,150,-50,200,9793.844718719118,0
47625,150,200,-50,150,-158.11388300841898,2
47626,150,250,-50,100,-111.80339887498948,2
47627,150,300,-50,50,-70.71067811865476,2
47628,150,350,-50,0,-50.0,2
47629,400,450,-300,-100,9683.772233983162,0
47630,350,450,-250,-100,-269.2582403567252,0
47631,300,450,-200,-100,-223.60679774997897,0
47632,250,450,-150,-100,-180.27756377319946,0
47633,200,450,-100,-100,-141.4213562373095,0
47634,150,450,-50,-100,-111.80339887498948,0
47635,150,400,-50,-50,-70.71067811865476,3
47636,100,400,0,-50,-50.0,0
47637,50,100,50,250,9745.04902432036,3
47638,50,150,50,200,-206.15528128088303,2
47639,50,200,50,150,-158.11388300841898,2
47640,50,250,50,100,-111.80339887498948,2
47641,50,300,50,50,-70.71067811865476,2
47642,50,350,50,0,-50.0,2
47643,50,300,50,50,-70.71067811865476,3
47644,50,350,50,0,-50.0,2
47645,400,250,-300,100,9683.772233983162,1
47646,350,250,-250,100,-269.2582403567252,0
47647,300,250,-200,100,-223.60679774997897,0
47648,250,250,-150,100,-180.27756377319946,0
47649,250,300,-150,50,-158.11388300841898,2
47650,200,300,-100,50,-111.80339887498948,0
47651,150,300,-50,50,-70.71067811865476,0
47652,150,350,-50,0,-50.0,2
47653,450,200,-350,150,9619.211344706804,0
47654,400,200,-300,150,-335.4101966249685,0
47655,350,200,-250,150,-291.547594742265,0
47656,350,250,-250,100,-269.2582403567252,2
47657,300,250,-200,100,-223.60679774997897,0
47658,250,250,-150,100,-180.27756377319946,0
47659,200,250,-100,100,-141.4213562373095,0
47660,150,250,-50,100,-111.80339887498948,0
47661,150,300,-50,50,-70.71067811865476,2
47662,150,350,-50,0,-50.0,2
47663,300,450,-200,-100,9776.393202250021,0
47664,250,450,-150,-100,-180.27756377319946,0
47665,200,450,-100,-100,-141.4213562373095,0
47666,150,450,-50,-100,-111.80339887498948,0
47667,150,400,-50,-50,-70.71067811865476,3
47668,100,400,0,-50,-50.0,0
47669,400,300,-300,50,9695.86187348509,3
47670,350,300,-250,50,-254.95097567963924,0
47671,300,300,-200,50,-206.15528128088303,0
47672,250,300,-150,50,-158.11388300841898,0
47673,200,300,-100,50,-111.80339887498948,0
47674,150,300,-50,50,-70.71067811865476,0
47675,150,350,-50,0,-50.0,2
47676,350,400,-250,-50,9745.04902432036,0
47677,300,400,-200,-50,-206.15528128088303,0
47678,250,400,-150,-50,-158.11388300841898,0
47679,250,350,-150,0,-150.0,3
47680,200,350,-100,0,-100.0,0
47681,150,350,-50,0,-50.0,0
47682,50,50,50,300,9695.86187348509,0
47683,50,100,50,250,-254.95097567963924,2
47684,50,150,50,200,-206.15528128088303,2
47685,50,200,50,150,-158.11388300841898,2
47686,100,200,0,150,-150.0,1
47687,150,200,-50,150,-158.11388300841898,1
47688,150,250,-50,100,-111.80339887498948,2
47689,150,300,-50,50,-70.71067811865476,2
47690,100,300,0,50,-50.0,0
47691,400,300,-300,50,9695.86187348509,2
47692,350,300,-250,50,-254.95097567963924,0
47693,300,300,-200,50,-206.15528128088303,0
47694,250,300,-150,50,-158.11388300841898,0
47695,200,300,-100,50,-111.80339887498948,0
47696,150,300,-50,50,-70.71067811865476,0
47697,150,350,-50,0,-50.0,2
47698,100,150,0,200,9800.0,0
47699,100,200,0,150,-150.0,2
47700,100,250,0,100,-100.0,2
47701,100,300,0,50,-50.0,2
47702,50,250,50,100,9888.19660112501,2
47703,50,300,50,50,-70.71067811865476,2
47704,100,300,0,50,-50.0,1
47705,250,400,-150,-50,9841.886116991582,2
47706,200,400,-100,-50,-111.80339887498948,0
47707,150,400,-50,-50,-70.71067811865476,0
47708,100,400,0,-50,-50.0,0
47709,100,200,0,150,9850.0,3
47710,100,250,0,100,-100.0,2
47711,100,300,0,50,-50.0,2
47712,400,50,-300,300,9575.73593128807,2
47713,350,50,-250,300,-390.51248379533274,0
47714,300,50,-200,300,-360.5551275463989,0
47715,300,100,-200,250,-320.1562118716424,2
47716,300,150,-200,200,-282.842712474619,2
47717,250,150,-150,200,-250.0,0
47718,200,150,-100,200,-223.60679774997897,0
47719,150,150,-50,200,-206.15528128088303,0
47720,150,200,-50,150,-158.11388300841898,2
47721,100,200,0,150,-150.0,0
47722,100,250,0,100,-100.0,2
47723,100,300,0,50,-50.0,2
47724,250,450,-150,-100,9819.7224362268,2
47725,200,450,-100,-100,-141.4213562373095,0
47726,150,450,-50,-100,-111.80339887498948,0
47727,150,400,-50,-50,-70.71067811865476,3
47728,100,400,0,-50,-50.0,0
47729,300,250,-200,100,9776.393202250021,3
47730,250,250,-150,100,-180.27756377319946,0
47731,200,250,-100,100,-141.4213562373095,0
47732,200,300,-100,50,-111.80339887498948,2
47733,150,300,-50,50,-70.71067811865476,0
47734,150,350,-50,0,-50.0,2
47735,200,150,-100,200,9776.393202250021,0
47736,200,200,-100,150,-180.27756377319946,2
47737,200,250,-100,100,-141.4213562373095,2
47738,150,250,-50,100,-111.80339887498948,0
47739,150,300,-50,50,-70.71067811865476,2
47740,150,350,-50,0,-50.0,2
47741,200,400,-100,-50,9888.19660112501,0
47742,150,400,-50,-50,-70.71067811865476,0
47743,100,400,0,-50,-50.0,0
47744,450,350,-350,0,9650.0,3
47745,400,350,-300,0,-300.0,0
47746,350,350,-250,0,-250.0,0
47747,300,350,-200,0,-200.0,0
47748,250,350,-150,0,-150.0,0
47749,200,350,-100,0,-100.0,0
47750,150,350,-50,0,-50.0,0
47751,200,200,-100,150,9819.7224362268,0
47752,150,200,-50,150,-158.11388300841898,0
47753,150,250,-50,100,-111.80339887498948,2
47754,150,300,-50,50,-70.71067811865476,2
47755,150,350,-50,0,-50.0,2
47756,100,400,0,-50,9950.0,0
47757,200,400,-100,-50,9888.19660112501,3
47758,150,400,-50,-50,-70.71067811865476,0
47759,150,350,-50,0,-50.0,3
47760,50,450,50,-100,9888.19660112501,0
47761,50,400,50,-50,-70.71067811865476,3
47762,100,400,0,-50,-50.0,1
47763,50,200,50,150,9841.886116991582,3
47764,50,250,50,100,-111.80339887498948,2
47765,100,250,0,100,-100.0,1
47766,100,300,0,50,-50.0,2
47767,450,100,-350,250,9569.88373664787,2
47768,400,100,-300,250,-390.51248379533274,0
47769,400,150,-300,200,-360.5551275463989,2
47770,400,200,-300,150,-335.4101966249685,2
47771,350,200,-250,150,-291.547594742265,0
47772,300,200,-200,150,-250.0,0
47773,300,250,-200,100,-223.60679774997897,2
47774,300,300,-200,50,-206.15528128088303,2
47775,250,300,-150,50,-158.11388300841898,0
47776,200,300,-100,50,-111.80339887498948,0
47777,150,300,-50,50,-70.71067811865476,0
47778,150,350,-50,0,-50.0,2
47779,50,100,50,250,9745.04902432036,0
47780,50,150,50,200,-206.15528128088303,2
47781,50,200,50,150,-158.11388300841898,2
47782,50,250,50,100,-111.80339887498948,2
47783,50,300,50,50,-70.71067811865476,2
47784,100,300,0,50,-50.0,1
47785,150,450,-50,-100,9888.19660112501,2
47786,100,450,0,-100,-100.0,0
47787,150,450,-50,-100,-111.80339887498948,1
47788,150,400,-50,-50,-70.71067811865476,3
47789,100,400,0,-50,-50.0,0
47790,350,350,-250,0,9750.0,3
47791,300,350,-200,0,-200.0,0
47792,250,350,-150,0,-150.0,0
47793,200,350,-100,0,-100.0,0
47794,150,350,-50,0,-50.0,0
47795,300,200,-200,150,9750.0,0
47796,250,200,-150,150,-212.13203435596427,0
47797,200,200,-100,150,-180.27756377319946,0
47798,200,250,-100,100,-141.4213562373095,2
47799,150,250,-50,100,-111.80339887498948,0
47800,150,300,-50,50,-70.71067811865476,2
47801,150,350,-50,0,-50.0,2
47802,200,450,-100,-100,9858.57864376269,0
47803,150,450,-50,-100,-111.80339887498948,0
47804,150,400,-50,-50,-70.71067811865476,3
47805,100,400,0,-50,-50.0,0
47806,400,300,-300,50,9695.86187348509,3
47807,350,300,-250,50,-254.95097567963924,0
47808,300,300,-200,50,-206.15528128088303,0
47809,250,300,-150,50,-158.11388300841898,0
47810,200,300,-100,50,-111.80339887498948,0
47811,150,300,-50,50,-70.71067811865476,0
47812,150,350,-50,0,-50.0,2
47813,400,200,-300,150,9664.58980337503,0
47814,350,200,-250,150,-291.547594742265,0
47815,300,200,-200,150,-250.0,0
47816,300,250,-200,100,-223.60679774997897,2
47817,250,250,-150,100,-180.27756377319946,0
47818,250,300,-150,50,-158.11388300841898,2
47819,200,300,-100,50,-111.80339887498948,0
47820,150,300,-50,50,-70.71067811865476,0
47821,150,350,-50,0,-50.0,2
47822,400,450,-300,-100,9683.772233983162,0
47823,350,450,-250,-100,-269.2582403567252,0
47824,300,450,-200,-100,-223.60679774997897,0
47825,250,450,-150,-100,-180.27756377319946,0
47826,200,450,-100,-100,-141.4213562373095,0
47827,250,450,-150,-100,-180.27756377319946,1
47828,200,450,-100,-100,-141.4213562373095,0
47829,150,450,-50,-100,-111.80339887498948,0
47830,150,400,-50,-50,-70.71067811865476,3
47831,100,400,0,-50,-50.0,0
47832,450,450,-350,-100,9635.994505535975,3
47833,400,450,-300,-100,-316.22776601683796,0
47834,350,450,-250,-100,-269.2582403567252,0
47835,300,450,-200,-100,-223.60679774997897,0
47836,250,450,-150,-100,-180.27756377319946,0
47837,200,450,-100,-100,-141.4213562373095,0
47838,150,450,-50,-100,-111.80339887498948,0
47839,150,400,-50,-50,-70.71067811865476,3
47840,100,400,0,-50,-50.0,0
47841,150,400,-50,-50,-70.71067811865476,1
47842,100,400,0,-50,-50.0,0
47843,150,150,-50,200,9793.844718719118,3
47844,150,200,-50,150,-158.11388300841898,2
47845,150,250,-50,100,-111.80339887498948,2
47846,150,300,-50,50,-70.71067811865476,2
47847,150,350,-50,0,-50.0,2
47848,400,450,-300,-100,9683.772233983162,0
47849,350,450,-250,-100,-269.2582403567252,0
47850,300,450,-200,-100,-223.60679774997897,0
47851,250,450,-150,-100,-180.27756377319946,0
47852,200,450,-100,-100,-141.4213562373095,0
47853,150,450,-50,-100,-111.80339887498948,0
47854,100,450,0,-100,-100.0,0
47855,100,400,0,-50,-50.0,3
47856,150,400,-50,-50,-70.71067811865476,1
47857,100,400,0,-50,-50.0,0
